word,counts
希望,279
人生,170
女儿,135
孩子,127
世界,118
喜欢,110
事情,109
快乐,108
开心,107
幸福,98
痛苦,91
努力,86
感受,80
情绪,70
朋友,62
我会,61
健康,60
伤害,59
照顾,59
值得,57
难过,57
抱歉,55
妈咪,53
选择,52
勇敢,52
骄傲,51
很棒,51
感觉,51
学习,51
离开,51
身体,47
告诉,46
辛苦,46
支持,45
能力,45
想要,45
不用,43
时间,42
不想,42
害怕,41
妈会,40
想法,40
亲爱,40
找到,39
期待,38
好像,38
办法,38
小猫,37
休息,37
保护,36
感到,36
不到,35
社会,35
父母,35
地方,34
经历,34
改变,33
面对,33
心疼,32
学会,32
关系,32
加油,31
母亲,30
理解,30
成长,30
优秀,29
心情,29
记得,29
肯定,29
担心,29
拥有,28
压力,28
发现,28
接受,28
小孩,27
独立,27
家庭,26
吃饭,26
活着,26
睡觉,25
坚强,25
力量,25
伤心,24
分享,24
可爱,24
拥抱,24
厉害,24
很好,24
内心,24
美好,23
焦虑,23
确实,23
日子,23
表达,23
方式,22
难受,22
只能,21
安慰,21
回复,21
大学,21
