主题数,困惑度,一致性
2,309.67497107332963,0.27445133701907887
3,303.41134464685786,0.28525970584599664
4,299.7277230385311,0.3451751940600132
5,297.248744097902,0.3654179741266807
6,301.41992417539535,0.3590329703966346
7,300.03702283422376,0.4053959629929643
8,301.6163426727234,0.37689245647141306
9,304.5348915291697,0.38365186915443306
10,312.03689448835667,0.40285419357109686
11,319.8663371983521,0.39533264440079885
12,318.5999942754527,0.3964614877988279
13,324.0554877959922,0.3892030071698456
14,329.3303920046426,0.39430236533233265
