主题数,困惑度,一致性
2,-8.010981251686426,0.3876106631653814
3,-8.178762909320518,0.41454346143342763
4,-8.182240420558516,0.4090955433912614
5,-8.330395674906413,0.47278643639468204
6,-8.416175769364393,0.4373146126854117
7,-8.403145763274432,0.44796980120308794
8,-8.506054318131222,0.4411537285016805
9,-8.566896287109373,0.4563654303578649
10,-8.577100705840653,0.4643126959103182
11,-8.663888685769415,0.4458570840678426
12,-8.764209461104437,0.5021312803897092
13,-8.839944172300351,0.4989248131064704
14,-8.896744322486613,0.5278081993494653
