主题数,困惑度,一致性
2,-7.402499440035662,0.28669548611300755
3,-7.501925266283177,0.33868770398614806
4,-7.662636705654622,0.3389140672734303
5,-7.729079485588131,0.3394621911359589
6,-7.735005951123126,0.37987063864552356
7,-7.808583253446016,0.32234531664359617
8,-7.842048933843872,0.3232621480182494
9,-7.908908865082212,0.3543717611388406
10,-7.943260679356621,0.36753334591468595
11,-8.02049198954197,0.3995776143647187
12,-8.086853487942804,0.35916831062422333
13,-8.148443604406951,0.3659257789340593
14,-8.225848243369915,0.3859864226233133
