word,counts
小时,1183
送餐,1059
味道,872
送到,769
难吃,591
太慢,504
送来,499
外卖,495
时间,465
速度,335
电话,327
配送,284
百度,276
米饭,256
东西,228
态度,226
订单,221
感觉,204
餐员,198
商家,169
卷饼,158
订餐,156
送达,156
实在,152
牛肉,149
店里,145
下单,144
套餐,135
快递,128
备注,124
菜品,121
取消,120
不到,119
肘子,119
筷子,116
送错,115
客服,111
希望,111
煎饼,111
没法,110
口味,110
发票,108
恶心,108
失望,107
垃圾,103
饮料,102
包装,101
咖啡,99
鸡肉,97
袋子,97
辣椒,94
肥肉,94
饭菜,92
没给,91
小哥,90
店家,88
餐厅,87
饺子,85
新鲜,81
米线,79
菜量,76
还好,73
没送,72
不想,72
服务态度,72
只能,71
人员,69
告诉,69
盒子,69
催单,68
鸡蛋,68
皮蛋,68
提前,67
迟到,66
凉皮,66
收到,65
饿死,65
土豆,64
投诉,63
可乐,63
块钱,62
显示,62
评价,62
质量,61
差劲,61
豆腐,61
无语,61
餐具,61
土豆丝,60
披萨,60
发现,59
蔬菜,58
肉丝,58
建议,57
餐盒,55
汉堡,55
