word,counts
好吃,873
不错,856
味道,719
送餐,524
速度,407
小哥,219
辛苦,216
快递,170
态度,169
包装,155
外卖,155
师傅,154
百度,147
卷饼,146
配送,140
骑士,136
喜欢,121
送到,113
好评,109
餐员,96
煎饼,90
好喝,88
满意,86
送货,81
时间,78
感觉,76
准时,73
送来,72
挺好吃,68
口味,67
菜品,64
小时,60
东西,59
服务态度,59
肘子,59
挺快,57
很棒,56
感谢,55
希望,50
推荐,45
超快,45
干净,44
还好,43
分量,41
南瓜,38
太慢,38
很足,37
奶茶,36
鸡肉,36
土豆丝,35
肉丝,35
大哥,34
店家,34
皮蛋,34
牛肉,33
店里,33
便宜,33
米饭,32
热情,32
披萨,32
很大,31
价格,31
饭菜,30
神速,30
美味,29
蔬菜,29
豆腐脑,28
人员,27
天气,25
提前,25
值得,25
订餐,24
贴心,24
送达,24
实在,23
商家,23
下单,22
土豆,22
手套,22
饺子,22
豆浆,22
总体,21
确实,21
宇宙,21
瘦肉粥,21
高大,21
鱼香肉丝,20
口感,19
完美,19
饮料,19
尖椒,18
负责,18
还行,18
用心,18
大份,18
礼貌,17
支持,17
超赞,17
肥肉,17
建议,16
