主题数,困惑度,一致性
2,-6.765820205629066,0.45427010926875266
3,-6.885630776973712,0.43529316400159646
4,-6.969811287151396,0.430946219097313
5,-7.0548367992799195,0.4411045699179422
6,-7.118926898597761,0.4417202384021437
7,-7.184311624708332,0.44511848639536683
8,-7.189906817293426,0.43803609324500525
9,-7.243836923237764,0.4083306684412702
10,-7.302559709221467,0.3934915380546691
11,-7.345732753382461,0.3814766732157837
12,-7.421093866683805,0.39326967419120185
13,-7.415419261840955,0.3898961410785873
14,-7.450642248853302,0.3900801698537518
15,-7.5766077291617595,0.3828786372345329
16,-7.577049858967255,0.39811945390150516
17,-7.615813689013536,0.37730603256568473
18,-7.6624335315117635,0.36794610470226236
19,-7.669758263785071,0.3728611295405533
20,-7.75188113989213,0.3805146659528312
