主题数,困惑度,一致性
2,-7.292653271982383,0.17817106919755654
3,-7.407558737866278,0.2501239509576901
4,-7.508556045681528,0.2281766783081542
5,-7.5365638072269086,0.2831468260859391
6,-7.620395041963534,0.26002363095967435
7,-7.65818798804409,0.2756325443327032
8,-7.736622312235293,0.2998446401558962
9,-7.758384745423495,0.2727030669262938
10,-7.817189918863924,0.28531740161699837
11,-7.863940684993616,0.3202593119822963
12,-7.9084268920964185,0.31422796950199827
13,-7.881959414403762,0.30111135619985174
14,-7.971277375540664,0.320110957490187
