主题数,困惑度,一致性
2,-6.67084525708649,0.3185256108115204
3,-6.770467710960662,0.29473683299091724
4,-6.864044019033656,0.32259173304043187
5,-6.936475318927837,0.2912501260020194
6,-7.057044150497615,0.29441743215468613
7,-7.062106303670158,0.31533685853986204
8,-7.2270467346841505,0.2940243864216949
9,-7.223053033167118,0.2860714053346736
10,-7.345128519562462,0.2853294525218245
11,-7.363964338316012,0.29120198335850006
12,-7.421572213298191,0.2819467055338272
13,-7.480002661670897,0.2891142202456982
14,-7.489634639164677,0.30421248700209214
15,-7.468290241925136,0.3123002965574531
16,-7.643427723053296,0.27968340472761266
17,-7.576918396007133,0.2958422220331211
18,-7.748488287830635,0.3305625206230583
19,-7.634659756278322,0.32538615072378896
20,-7.731564918836288,0.30967782294092167
