word,counts
平台,9414
回收,7826
手机,7309
客服,5315
退款,4764
卖家,4350
购买,4082
商家,3901
咸鱼,3362
消费者,3126
转转,2922
退货,2855
发现,2372
快递,2316
收到,2254
价格,1890
投诉,1868
商品,1824
闲鱼,1820
买家,1731
维修,1697
情况,1564
诉求,1527
屏幕,1512
订单,1423
申请,1420
时间,1419
提供,1413
电话,1405
视频,1375
赔偿,1316
报告,1304
补贴,1272
苹果,1219
发货,1205
拒绝,1196
沟通,1182
官方,1180
下单,1173
显示,1158
退回,1088
确认,1078
告知,1069
信息,1062
机器,1050
售后,983
划痕,954
损坏,942
导致,937
公司,920
恶意,907
产品,885
希望,884
理由,878
交易,874
账号,862
回复,838
解决,811
权益,788
金额,773
质量,760
收货,757
支付,708
费用,696
电池,692
取消,661
损失,647
承诺,644
电脑,627
证据,619
照片,618
压价,611
证明,610
物流,597
过程,596
虚假,594
人员,572
小时,571
判定,551
估价,547
用户,544
接受,539
图片,538
协商,536
专员,531
告诉,514
瑕疵,514
操作,511
平板,511
只能,508
更换,501
店铺,491
签收,490
选择,490
工作人员,488
寄回,464
旧机,461
不符,460
原因,454
付款,453
维权,447
承担,444
询问,440
描述,437
相关,437
反馈,437
磕碰,424
给出,420
寄出,419
责任,409
退还,407
不到,404
小米,402
条款,391
怀疑,389
全额,387
合同,384
差价,383
后续,383
假货,383
拆机,380
方式,375
旗舰店,375
价值,372
介入,371
提出,364
人为,363
鉴定,357
侵害,350
举报,345
成功,344
截图,343
衣服,342
态度,341
开箱,337
霸王,336
得物,336
物品,335
新机,325
支持,319
客户,316
门店,316
申诉,315
开机,315
打开,308
符合,306
耳机,301
侵犯,300
游戏,300
回来,300
到货,299
线下,297
方案,293
邮寄,292
规则,292
有限公司,289
机构,288
充电,285
承认,280
地址,279
手表,279
摄像头,278
货物,275
拿到,273
部门,272
解释,271
记录,271
收款,267
上传,266
售卖,263
事情,263
赔付,262
块钱,261
不予,260
提交,257
给予,256
修改,253
维护,252
主板,252
解决问题,251
功能,250
系统,248
办法,248
充值,246
页面,246
账户,246
正品,244
链接,243
催促,242
课程,241
消息,241
原装,241
违反,240
痕迹,240
包装,236
权益保护法,231
货后,231
老师,230
隐瞒,230
等待,227
回去,227
破损,225
敷衍,225
专业,224
给我发,223
保证,223
内容,220
外观,220
出具,219
报价,217
拍照,217
证据不足,214
查询,212
请求,211
订单号,209
状态,208
答复,207
标准,207
道歉,205
拒收,203
会员,202
提前,202
约定,201
发出,199
鞋子,196
严选,195
短信,194
拆封,192
提示,192
不合理,191
流程,190
经营者,189
追回,189
举证,187
密码,186
保障,185
合法权益,185
发起,185
完好,184
查看,184
找到,184
损害,183
取件,182
通知,181
封禁,178
保护,177
企业,177
处罚,177
公平,177
镜头,177
发票,175
涉嫌,175
电商,175
品牌,175
砍价,175
扣除,174
推脱,174
引导,171
解决方案,171
拆开,171
寄过去,171
地方,170
软件,169
权利,167
详细,166
负责,165
法庭,165
不用,164
编号,164
纠纷,164
核实,164
想要,163
保价,163
简单,162
型号,161
机子,161
超过,160
强制,159
市场,159
反复,159
凭证,159
转账,158
满意,158
保修,157
理赔,156
定金,156
退费,155
发布,155
感觉,154
网络,154
购入,154
事实,153
包裹,153
月份,151
优惠券,151
店员,149
确实,149
包括,149
酒店,149
配件,148
