主题数,困惑度,一致性
2,-6.968729604218573,0.3418088438183996
3,-7.120142600647298,0.37639958646899085
4,-7.205318597016912,0.40247228944297175
5,-7.295116788407132,0.4021403158307283
6,-7.4147392860795085,0.349599815997717
7,-7.492982668272132,0.32371733528612406
8,-7.573234400211182,0.3501882003703902
9,-7.72897056852954,0.3622877360504012
10,-7.796713550019155,0.38445068865049703
11,-7.803456636735104,0.3396472345281642
12,-7.872903446250273,0.35036675345307605
13,-7.970044185681788,0.3472581483740683
14,-8.13516707492272,0.3511305119015602
15,-8.044207284588731,0.3767022851351668
16,-8.103042661981956,0.3493059899877684
17,-8.200646627711018,0.3576242911390614
18,-8.21837992062196,0.35503088742800254
19,-8.336343253117814,0.34528223948003045
20,-8.333057060196083,0.33972354321292053
