主题数,困惑度,一致性
2,-6.701360845606093,0.4147460368879009
3,-6.825167586471868,0.4260679319465523
4,-6.902817607862278,0.425572781804735
5,-6.983745006660016,0.38368919590058337
6,-7.026239339397692,0.3845460407590248
7,-7.1272104526478435,0.38852896418164085
8,-7.198798733305624,0.3780106152622158
9,-7.231087351276514,0.3679187994354967
10,-7.274901959404343,0.35105005499615916
11,-7.288212251732758,0.36004582425587156
12,-7.325402270641416,0.34733051588947955
13,-7.422479846885757,0.35161944388268834
14,-7.399653646115363,0.3739537761272091
15,-7.434517018280744,0.3426143723230985
16,-7.502912666067245,0.36683192891684047
17,-7.509225920647632,0.3475361159029143
18,-7.545827233667034,0.3595230901965437
19,-7.634876284082796,0.3773772591810789
20,-7.545135712716159,0.3427738140168787
