主题数,困惑度,一致性
2,-7.453542353591257,0.34191725549628993
3,-7.6176305079083715,0.42638259316968236
4,-7.72054964553603,0.40654131295750573
5,-7.783625457102232,0.44902896459295505
6,-7.861647098388482,0.4125361804786644
7,-7.946878457768268,0.4633787592279144
8,-7.969984769386783,0.43617278676515514
9,-8.008530736458635,0.4647329258232538
10,-8.033886398469859,0.4374333443363277
11,-8.102707764943904,0.41548863967232547
12,-8.214284508762994,0.4652185832143478
13,-8.307536102697904,0.4453653913080902
14,-8.407625791986817,0.42717576924265505
15,-8.477599149200095,0.47769560873733774
