主题数,困惑度,一致性
2,-7.1664237607693995,0.2109884105771517
3,-7.1412431731042725,0.3778491807915918
4,-7.388636940611507,0.30041033913429105
5,-7.3856470067037066,0.27892165996109736
6,-7.479577780793705,0.25666329043961394
7,-7.647972557699375,0.25890379638325794
8,-7.662959670048129,0.2748884958088183
9,-7.73571979323115,0.2882455146902064
10,-7.852111265224,0.31437166271987416
11,-7.94522903567354,0.3055384318201709
12,-8.012360044296932,0.30484432076592777
13,-7.927422858724067,0.33941788049580607
14,-8.227470030985653,0.32507695421443833
