word,counts
系统,508
驱动,379
京东,209
屏幕,205
内存,196
麻烦,194
键盘,187
感觉,162
安装,162
散热,152
电池,150
机器,132
硬盘,126
不好,119
发现,116
光驱,114
声音,112
鼠标,111
小时,94
预装,92
分区,91
时间,84
价格,84
电脑,82
只能,81
显卡,78
指纹,76
学习,76
开机,75
不错,73
摄像头,72
希望,71
光盘,71
笔记本,67
郁闷,67
软件,67
下载,66
东西,65
客服,64
无线,63
风扇,63
网卡,63
好像,62
网上,60
运行,59
速度,59
习惯,57
触摸板,57
做工,56
一点,54
接口,54
本本,52
自带,51
物流,50
外壳,48
设计,47
打开,47
蓝牙,46
发热量,45
质量,45
建议,45
原因,44
联想,44
缺点,44
华硕,44
影响,44
确实,43
包装,42
拿到,41
发热,41
显示,40
快递,40
不到,40
启动,40
适合,39
电源,39
内容,39
太小,38
稍微,38
服务,38
本书,38
设置,37
上网,37
效果,37
配置,37
实在,36
温度,36
塑料,35
垃圾,35
支持,35
还好,35
送货,34
特别,34
机子,34
接受,34
不行,33
两个,32
降价,32
地方,32
真的,32
