主题数,困惑度,一致性
2,-7.573981028278988,0.43401903079680604
3,-7.6029528908073205,0.4675002124038928
4,-7.668436774967226,0.45308536207608596
5,-7.724412263374835,0.4520964747344333
6,-7.766835084644205,0.4439365870223629
7,-7.866548337820174,0.4507486658639852
8,-7.959218741596857,0.4222097630523065
9,-8.115312756248926,0.44220186000607503
10,-8.227885366263585,0.4360519745829391
11,-8.342608459002724,0.4188786313236487
12,-8.435110828649295,0.4551144012882021
13,-8.522696588332861,0.42631127376922884
14,-8.596199637236463,0.4207681153170811
