内容,主题概率,主题类型
京东 东西 会员 续费 年底 提前 付费 京东 性价比 物流 质量 最大化 希望 自营 旗舰店 做点 互通 性价比 活动 一元 即可 参与 旗舰店 抽奖 预约 大礼包 心愿 提交 客服 期望 价格 活动 不错 不错,"[(0, 0.010292964), (1, 0.010753957), (2, 0.978953)]",2
好评 老牌子 鱼丸 好吃 脆口 韧性 京东 放心 舒心 放心 菜市场 超市 活动 实惠 冰箱 强大 京东 配送 快捷 全程 肉品 冷藏 冷链 运输 快捷 配送 收到 手时 完美 一丝 解冻 赞美 京东 生鲜 冷藏 冷冻 他准 没错,"[(1, 0.9804736)]",1
物流 很棒 日期 新鲜 火锅,"[(0, 0.060294006), (1, 0.87107337), (2, 0.06863262)]",1
双十 零点 抢购 袋子 价格 优惠 算下来 半价 超市 便宜 京东 物流 国内 完美 速度 上午 十点 收到 坐标 苏州 包装 完美 损坏 快递 小哥 热情 送货到 家里 冰箱 足不出户 即可 享受 京东 美食 服务,"[(0, 0.9798198), (1, 0.010180262)]",0
双十 零点 抢购 袋子 价格 优惠 算下来 半价 超市 便宜 京东 物流 国内 完美 速度 上午 十点 收到 坐标 苏州 包装 完美 损坏 快递 小哥 热情 送货到 家里 冰箱 足不出户 即可 享受 京东 美食 服务 中午 火锅 袋子 好吃 美味,"[(0, 0.9818368)]",0
盘子 真的 好吃 超市 价格 实惠 发现 京东 活动 超市 便宜 三块 多钱 一包 半价 活动 两袋 回来 凉拌 火锅 不错 选择 京东 东西 真的 物美价廉 送货 速度 很快 快递 服务态度 希望 活动 带来 实惠,"[(0, 0.011356234), (1, 0.97727096), (2, 0.01137276)]",1
晚上 点下 京东 活动 赶紧 下单 好多 第二天 下午 到货 快递 小哥 服务 特别 特别 吃火锅 在家 火锅 楼下 品牌 豆腐 真的 爱上 好吃 豆腐 一包 有时候 舍不得 无意 点开 京东 搜索 活动 下单 喜欢 两天 吃火锅 满意,"[(1, 0.9802003), (2, 0.010104114)]",1
好吃 京东 购买 质量 速度 保鲜 到家冰 一点 没化 干净 快递 小哥 服务周到 满意 购物 蔬菜水果 海鲜 不错 活动 实惠 超市 便宜 日期 新鲜 满意 购物,"[(0, 0.017706487), (1, 0.96645224), (2, 0.015841313)]",1
回购 信赖 京东 新鲜 快捷 物美价廉 服务 快递 小哥 态度 五星 好评,"[(0, 0.32495248), (1, 0.64192635), (2, 0.033121143)]",1
味道 不错 好吃 快递 又快又好,"[(0, 0.060875017), (1, 0.060288765), (2, 0.8788362)]",2
老朋友 对折 券用 产品 实惠 恨不得 冰箱 味道 喜欢 关键 产品 实在 味道鲜美 口感 爽滑 油腻 感觉 扔进 火锅 一煮 再来杯 小酒 舒服 京东 物流 到手 冰块 融化,"[(0, 0.01235693), (1, 0.97288436), (2, 0.01475869)]",1
京东 自营 商品质量 京东 自营 商品 价格便宜 质量 不错 京东 自营 物流配送 速度 送货 质量 真的 足不出户 生鲜 全家人 需求 真的 满意 关注 采购 支持 活动,"[(0, 0.014702295), (1, 0.7642506), (2, 0.22104712)]",1
京东 生鲜 上午 下单 下午 日期 新鲜 每次 冰箱 赶上 活动 实惠 好久 不去 超市 快递 员人 超好,"[(0, 0.6984116), (1, 0.2808969), (2, 0.020691467)]",0
京东 生鲜 做好 冷冻 保护 食物 运输 过程 坏掉 真的 放心,"[(0, 0.030442625), (1, 0.9384068), (2, 0.031150589)]",1
京东 生鲜 试看 态度 一两回 不错 京东 冷链 运输 赶上 活动 价格 好吃 丸子 冬天 冰箱 必备 接触 京东 好多年 手机 电子产品 大小 家电 品质 值得 信赖 实惠 京东 快递 售后 没得说 上街 购物 京东 选择 京东 加油,"[(0, 0.4613441), (1, 0.34493932), (2, 0.19371663)]",0
物流 很快 送到,"[(0, 0.10322744), (1, 0.79309267), (2, 0.10367987)]",1
不错 符合 预期 活动 感觉 划算 口感 京东 生鲜 包装 配送 真的 很棒 京东 自营 安心 放心 感觉 日常 生活 离不开 京东 感受 免费 箱子 东西 四楼 优质 体验 信任 京东 包装 严实 物流 给力 下单 次日 真心 享受 京东 物流 快捷 快递 小哥 用心 家住 四楼 每次 爬上来 送货,"[(1, 0.98462504)]",1
海欣 好吃 赶上 京东 活动 满减 超市 划算 习惯 京东 大小 东西 特别 京东 生鲜 发货 运送 送货 收到 时用 箱子 打开 一点 没化 干冰 完整 丸子 好吃 火锅 烧烤 适合 推荐 购买,"[(0, 0.01113383), (1, 0.9753499), (2, 0.013516284)]",1
吃火锅 必备 牛筋 真的 不停 特别 那种 包心 好吃 每次 螺蛳 粉放 一点 丸子 好吃 喜欢 京东 明天 配送 速度 没话说 送货 小哥 服务 特别 每次 送到 活动 囤货,"[(0, 0.012476323), (1, 0.9739859), (2, 0.013537766)]",1
吃火锅 必备 牛筋 真的 不停 特别 那种 包心 好吃 每次 螺蛳 粉放 一点 丸子 好吃 喜欢 京东 明天 配送 速度 没话说 送货 小哥 服务 特别 每次 送到 活动 囤货,"[(0, 0.012476326), (1, 0.9739837), (2, 0.013539969)]",1
喜欢 小包装 冷冻 一袋 口感 吃不出来 喜欢 喜欢 京东 物流 生鲜 天气 影响 快递 很棒,"[(0, 0.025418563), (1, 0.94845396), (2, 0.026127445)]",1
物流 很快 好评 送过来 冰冻 实体店 便宜,"[(0, 0.89170474), (1, 0.052148286), (2, 0.056146998)]",0
正好 京东 生鲜 活动 就够 购买 生鲜 类产品 感觉 价格 优惠 快递 很快 到货 保存 不错 家里 冰箱 塞得,"[(0, 0.018869894), (1, 0.019313507), (2, 0.9618166)]",2
京东 自营 购物 体验 减半 优惠券 送货上门 速度,"[(0, 0.044074718), (1, 0.045849353), (2, 0.9100759)]",2
物流 冷鲜 包装 特别 化冻 情况 早餐 火锅 非常适合 鱼丸 整体 鲜美 外部 略有 弹感 内馅 新鲜 十足 汤汁,"[(0, 0.017807027), (1, 0.018606208), (2, 0.96358675)]",2
促销 活动 价格 美丽 京东 自营 送货 超给 不到 小时 到手 新鲜 网购 京东 自营 快递 小哥 态度,"[(0, 0.019920496), (1, 0.020634642), (2, 0.9594448)]",2
第一次 物流 超级 好吃 海带 巴适,"[(0, 0.050373536), (1, 0.8955153), (2, 0.054111097)]",1
东西 送货 不用 出门 出门 懒人 真的 手机 下单 价格 实惠 一应俱全 每次 东西 包装 结实 商品 日期 新鲜 下单 送到 实在 实体 超市 不用 往回,"[(0, 0.01399384), (1, 0.97173214), (2, 0.01427397)]",1
物美价廉 鱼丸 配送 大雪 送货到 京东 服务,"[(0, 0.8860651), (1, 0.04907857), (2, 0.06485632)]",0
京东 东西 价格低廉 服务周到 京东 快递 师傅 混得 京东 东西 精打细算 完美 主妇 虚荣心,"[(0, 0.02518671), (1, 0.9506785), (2, 0.024134798)]",1
物流 很快 快递 态度 物品 新鲜,"[(0, 0.87301415), (1, 0.06400042), (2, 0.06298544)]",0
昨天 收到 快递 送到,"[(0, 0.8465659), (1, 0.07705711), (2, 0.07637699)]",0
发货 很快 包装 严实 价格 实惠 味道 不错 送货上门 老板 奖励 冰箱,"[(0, 0.029692464), (1, 0.03447857), (2, 0.935829)]",2
京东 送货 不错 下次,"[(0, 0.08105021), (1, 0.08330787), (2, 0.8356419)]",2
昨天上午 下午 物流 很快 东西 不错 火锅 刚买 活动 开心,"[(0, 0.033120904), (1, 0.0348334), (2, 0.9320457)]",2
昨天上午 下午 物流 很快 东西 不错 火锅 刚买 活动 开心,"[(0, 0.03312125), (1, 0.034855694), (2, 0.93202305)]",2
家里 吃火锅 想着 京东 火锅 材料 正好 遇上 活动 好多 送货上门 方便快捷 价格 实惠 关键 超级 好吃 每样 材料 真材实料 丸子 肉质 实有 弹性 女儿 喜欢,"[(0, 0.0133536495), (1, 0.013298123), (2, 0.9733482)]",2
促销 好多 味道 不错 真的 喜欢 超出 期望值 发货 速度 包装 仔细 严实 物流 公司 服务态度 运送 速度 很快 满意 购物,"[(0, 0.016385222), (1, 0.96574914), (2, 0.017865682)]",1
促销 好多 味道 不错 真的 喜欢 超出 期望值 发货 速度 包装 仔细 严实 物流 公司 服务态度 运送 速度 很快 满意 购物,"[(0, 0.016385196), (1, 0.9657587), (2, 0.01785613)]",1
京东 生鲜 体验 不错 到货 第一 时间 拆看 新鲜 味道 正宗 冷链 运送 运费 大爱 解决 冬天 不想 超市 生鲜 难题 大爱 京东 物流 快递 小哥 辛苦 京东 多发 奖金,"[(0, 0.35236079), (1, 0.013919591), (2, 0.6337196)]",2
生鲜 京东 选择 物流 服务 关键 一有 客服 解决 速度 满意,"[(0, 0.03119988), (1, 0.93359834), (2, 0.035201773)]",1
不错 物流 物美价廉 习惯 京东 东西 五星 好评,"[(0, 0.043373704), (1, 0.9095819), (2, 0.047044393)]",1
孩子 喜欢 牌子 推荐 值得 购买 京东 物流 太棒了 物流 京东 最棒 京东 加油,"[(0, 0.024681026), (1, 0.949557), (2, 0.025761958)]",1
很香 丸子 一口 回购 京东 物流 很快,"[(0, 0.051879928), (1, 0.4785865), (2, 0.4695336)]",1
物流 包装 卖家 家人 喜欢 信赖 京东 下次 还会 回购 辛苦 快递 小哥,"[(0, 0.031858426), (1, 0.27914932), (2, 0.68899226)]",2
海欣 鱼丸 知名品牌 价廉物美 鱼丸 含鱼 百分之二十五 京东 物流 速度,"[(0, 0.62770414), (1, 0.034035727), (2, 0.3382601)]",0
京东 物流 很快 第一天 下单 第二天 上午 送到 冬天 必备 火锅 美食 日期 新鲜 包装 完美,"[(0, 0.02555397), (1, 0.9510295), (2, 0.023416627)]",1
京东 物流 很快 第一天 下单 第二天 上午 送到 冬天 必备 火锅 美食 日期 新鲜 包装 完美,"[(0, 0.025565352), (1, 0.9510179), (2, 0.023416728)]",1
超级 好吃 芝士 丸子 京东 生鲜 真的 实在 品种 保温箱 快递 小哥 累坏,"[(0, 0.027121162), (1, 0.94224095), (2, 0.030637914)]",1
可爱 宝贝 收齐 质量 真的 无论是 品质 颜值 杠滴 物有所值 值得 信赖 品质 代言 快递 服务 快递 小哥 敬业 细节 企业 形象 祝福 老板 生意兴隆 财源,"[(0, 0.97147685), (1, 0.014693864), (2, 0.013829335)]",0
送货 速度 活动 价格 优惠 看着 包装 鱼丸 挺好吃 带馅,"[(0, 0.035764106), (1, 0.43590203), (2, 0.5283339)]",2
物流 很快 服务 包装 完整,"[(0, 0.063482635), (1, 0.8738785), (2, 0.06263893)]",1
单买 包装 设计 简单 物流 速度 很快 挺大 一包 碎冰 快递 贴心 选择 晚上 在家 太久 冰化 情况 丸子 挺大,"[(0, 0.96232957), (1, 0.018913146), (2, 0.018757248)]",0
早上 下单 下午 送到 京东 物流 海欣 牌子 质量 肯定 差到 不知 口感 有没有 变化 喜欢 东西,"[(0, 0.021392053), (1, 0.95638144), (2, 0.022226479)]",1
一大堆 这下 够吃 好久 放在 冰箱 京东 生鲜 不错 送货 速度 快递 服务 每次 京东,"[(0, 0.94973487), (1, 0.024666363), (2, 0.025598736)]",0
忽略 价格 划算 喜欢 开心 京东 送货 很快 快递 师傅 京东 送货 一万个,"[(0, 0.7255719), (1, 0.24605411), (2, 0.02837404)]",0
京东 商品 评价 是因为 评价 生鲜 京东 送货 新鲜 活动 入手,"[(0, 0.030305607), (1, 0.938641), (2, 0.031053388)]",1
口感 不错 快递 很快 下次 再来,"[(0, 0.05347711), (1, 0.0522046), (2, 0.8943183)]",2
宝贝 质量 不错 口感 极佳 品质 保障 京东 购物 送货 超快 不错 体验,"[(0, 0.027817467), (1, 0.032012284), (2, 0.9401702)]",2
京东 物流 很快 服务 不错 活动 再接再厉 活动 鱼丸 味道 不错 好吃 家人 喜欢 好评,"[(0, 0.022870453), (1, 0.024316583), (2, 0.95281297)]",2
价格便宜 实惠 送货 很快,"[(0, 0.07338632), (1, 0.8473731), (2, 0.07924056)]",1
年货 年前 收到 外地 过年 冰箱 存放 快递 小哥 敬业 值得 表扬,"[(0, 0.9438367), (1, 0.02760541), (2, 0.028557938)]",0
京东 商城 购物 放心 又称 东西 购买 送到 家多要 晚上 十点 快递 辛苦,"[(0, 0.028370565), (1, 0.9433621), (2, 0.028267294)]",1
价格 实惠 味道 不错 快递 小哥 京东 希望 多有 活动 我会 不停 回购,"[(0, 0.02581484), (1, 0.026841171), (2, 0.947344)]",2
价格 实惠 味道 不错 快递 小哥 京东 希望 多有 活动 我会 不停 回购,"[(0, 0.025814593), (1, 0.026820963), (2, 0.94736445)]",2
价格 实惠 味道 不错 快递 小哥 京东 希望 多有 活动 我会 不停 回购,"[(0, 0.025814658), (1, 0.02682169), (2, 0.9473637)]",2
鱼丸 不错 分量 完券 活动 价格 便宜 味道 不错 下次 活动 还会 购买 京东 品质 服务 送货上门 支持 京东 希望 越办 品质,"[(0, 0.016944306), (1, 0.016791238), (2, 0.9662644)]",2
京东 送货 好快 优惠 超市 便宜 后悔 没买 几包 肉丸 里头 好吃 烧烤,"[(0, 0.94323635), (1, 0.027437598), (2, 0.029326076)]",0
物有所值 客服 态度 快递 服务 热情 准时 下次 还会 购买,"[(0, 0.039610382), (1, 0.03639777), (2, 0.9239918)]",2
物有所值 客服 态度 快递 服务 热情 准时 下次 还会 购买,"[(0, 0.039583344), (1, 0.036397554), (2, 0.92401916)]",2
京东 促销 划算 京东 快递 送货 挺快 不错 比去 超市,"[(0, 0.74684435), (1, 0.04013388), (2, 0.21302183)]",0
京东 快递 服务 很棒,"[(0, 0.09478474), (1, 0.82770914), (2, 0.07750611)]",1
领券 囤货 这下 早餐 包装 快递 小哥,"[(0, 0.9084941), (1, 0.046339385), (2, 0.045166504)]",0
买次 每次 送货 最快 不用 超市,"[(0, 0.8918219), (1, 0.05680846), (2, 0.051369622)]",0
送货员 服务到位 送货上门 七楼 鱼竿 保温 包装 一点 没化 物美价廉,"[(0, 0.933032), (1, 0.032569237), (2, 0.034398757)]",0
京东 超市 活动 东西 像是 牛奶 生鲜 冷冻 产品 包装 日期 新鲜 特别 划算 京东 发货 表扬 快递 服务质量 送货上门 开心 购物 体验 支持 京东,"[(0, 0.015461268), (1, 0.9681179), (2, 0.016420852)]",1
特别感谢 送货员 李八辉 送到 意义 第一次 生鲜 到家 便捷 体验 感谢 京东 活动 购入 划算,"[(0, 0.022821426), (1, 0.95258147), (2, 0.024597103)]",1
地道 鱼儿 好吃 京东 送货 晚上 砂锅 里头 一组 好吃,"[(0, 0.03360596), (1, 0.033724975), (2, 0.93266904)]",2
肉圆 不错 好吃 物流 很快 冷冻 配送 第二天 比去 超市 菜市场 京东 生鲜 火锅,"[(0, 0.028058339), (1, 0.028485434), (2, 0.94345623)]",2
园子 好吃 价格 实惠 比去 超市 物流 第二天 中午 京东 生鲜 超市 菜市场,"[(0, 0.93314946), (1, 0.034389533), (2, 0.03246099)]",0
东西 口味 不错 值得 推荐 物流 很快 火锅 必备 良品,"[(0, 0.033839945), (1, 0.036941558), (2, 0.9292185)]",2
东西 口味 不错 值得 推荐 物流 很快 火锅 必备,"[(0, 0.03779873), (1, 0.042472497), (2, 0.91972876)]",2
东西 口味 不错 值得 推荐 物流 很快,"[(0, 0.047157124), (1, 0.058085345), (2, 0.8947575)]",2
味道 不错 质量 不错 火锅 好吃 京东 冷链 值得 信赖 收到 活动 划算 快递 公司 速度 很快 快递 服务态度,"[(0, 0.36292264), (1, 0.2910784), (2, 0.34599903)]",0
这款 孩子 喜欢 特别 喜欢 京东 活动 时多 买些 价格 优惠 新鲜 送货上门 包装 特别 严实 到货 冰袋 没化 五星 好评,"[(0, 0.017088227), (1, 0.6613848), (2, 0.321527)]",1
喜欢 小丸子 包心 好多 喜欢 小火锅 面时 试过 反正 做法 特别 喜欢 开包 心馅 味道 反正 好吃 一袋 分量 值得 购买 完后 京东 冷链 运输 赶上 活动 价格 实惠 京东 快递 售后 没得说 上街 购物 京东 选择 京东 加油,"[(1, 0.9812657)]",1
这款 特别 回购 一会 解冻 就行 可烧 火锅 炒菜 关键 小孩 喜欢 一款 一包 过瘾 一有 活动 几包 平常 买菜 合适 特别 京东 小哥 送货上门 电话 态度 送货上门 配送 速度 售后 保障 客服 人员 沟通 顺畅 负责 售后服务 满意,"[(2, 0.98117447)]",2
购买 不错 新鲜 送货 喜欢 京东 东西 满意 喜欢,"[(0, 0.037389193), (1, 0.91774404), (2, 0.044866767)]",1
第一次 京东 购买 冷冻 生鲜 没想到 线下 活动 购买 价格比 线下 便宜 送货 速度 保温 措施 保温箱 冰块 份量 口感 不错 晚上 全家人 火锅 不错 口感 好吃 好吃 品牌 满意 味道 配料表 看不懂 京东 自营 生鲜 没话说 新鲜 每次 冰块 十足 化冻 情况 感谢 京东 自营 平台 多快 好爽 京东 京东 直爽 支持 京东 自营,"[(1, 0.832622), (2, 0.16036843)]",1
看着 不错 包装 日期 新鲜 快递 满意,"[(0, 0.049108174), (1, 0.8921185), (2, 0.05877331)]",1
发货 物流 好评 不错 价格 实惠 值得 购买 满意 购物 京东 自营 值得 信赖,"[(0, 0.025672106), (1, 0.029024903), (2, 0.94530296)]",2
发货 物流 好评 不错 价格 实惠 值得 购买 满意 购物 京东 自营 值得 信赖,"[(0, 0.025672318), (1, 0.029059825), (2, 0.94526786)]",2
丸子 不错 京东 送货 很快,"[(0, 0.06472197), (1, 0.06786524), (2, 0.86741275)]",2
蟹肉 特别 回购 一会 解冻 就行 炒菜 火锅 烧汤 小朋友 喜欢 冬天 特别 拆开 水冲 就行了 口感 紧实 味道 好孩子 特别 喜欢 一有 活动 几包 平常 买菜 合适 特别 京东 小哥 送货上门 电话 态度 送货上门 配送 速度 售后 保障 客服 人员 沟通 顺畅 负责 售后服务 满意,"[(2, 0.9842874)]",2
真的 喜欢 超出 期望值 发货 速度 包装 仔细 严实 运送 速度 很快 满意 购物 选购 方便快捷 疫情 期间 快递 小哥 态度 价格 给力 推荐 回购 值得 购买 味道 很棒 喜欢 宝贝 物超所值 喜欢 下次 还会来 正品 信赖 商家 宝贝 质感 价格 适中 无限 回购 质量 收到 第一 时间 打开 吃掉 不错 满意 价格 优惠 完美 购物,"[(1, 0.9855004)]",1
送货 快递 送来 冰都 没化 打开 弹性 鱼丸 鱼丸 米粉 汤头 鲜甜 赞不绝口 特别 好吃 煮面 火锅 适合 真材实料 看得见 味道 不错 丸子 特别 筋道 咬起来 口感 特别 味道 鲜美 牛肉 丸子 味道 不错 果断 店铺 关注 还会 回购 日期 挺不错 喜欢 鱼丸 这家 鱼丸 真的 特别 做法 用水 味道 特别 原汁原味 大海 味道 好吃 鱼丸 牛肉丸 鱼丸 好多 家里 吃火锅 煮面 几个 搭配 味道,"[(2, 0.98940027)]",2
送货 快递 送来 冰都 没化 打开 弹性 鱼丸 鱼丸 米粉 汤头 鲜甜 赞不绝口 特别 好吃 煮面 火锅 适合 真材实料 看得见 味道 不错 丸子 特别 筋道 咬起来 口感 特别 味道 鲜美 牛肉 丸子 味道 不错 果断 店铺 关注 还会 回购 日期 挺不错 喜欢 鱼丸 这家 鱼丸 真的 特别 做法 用水 味道 特别 原汁原味 大海 味道 好吃 鱼丸 牛肉丸 鱼丸 好多 家里 吃火锅 煮面 几个 搭配 味道,"[(2, 0.9894032)]",2
直是 京东 忠实 粉丝 购物 秒杀 少不了 正好 完家 东西 京东 百亿 补贴 太给力 京东 多样 东西 完慢 评价 思念 汤包 不错 京东 快递 速度 特别 当天 送货 快递 小哥 特别 服务态度 上班 每次 东西 收货 我妈 我家 那片 京东 快递 小哥 熟人 京东 商城 物美 廉价 特别 好久 外面 东西 京东 京东 难以言表 饮食 生活用品 京东 希望 喜爱 京东 小伙伴 京东 商城 生意 越来越 我会 永远 支持 京东,"[(1, 0.9891281)]",1
海欣 福建 鱼丸 包装 精美 用料 考究 鱼丸 真材实料 制作 咬一口 满嘴 香气 四溢 汤汁 鲜美 丸子 好吃 夹心 美味 满一 大包 份量 很足 京东 物流 生鲜 配送 配送 保障 融化 真的 有心 当天 下锅 粉面 煮汤 味道 很鲜 丸子 搭配 味道 多样化 家里 丸子 京东 自营 品质 保证 海欣 鱼丸 不错 吃面 汤放 好吃 很鲜 操作 喜欢 鱼丸 拿到 新鲜 灌汤 鱼丸 千克 每袋 鱼丸 个头 均匀 大小 适中 做法 适合 色泽 洁白 皮薄 肉馅 鲜嫩 汤汁 爽口 外皮 好吃 包心 鱼丸 个头 很大 皮有 弹性 自然 鱼香 易熟 馅料 好吃 食材 新鲜 可口 灌汤 咸度 正好 大部分 口味 海欣 福建 鱼丸 包装 精美 用料 考究 鱼丸 真材实料 制作 咬一口 满嘴 香气 四溢 汤汁 鲜美 丸子 好吃 夹心 美味 满一 大包 份量 很足 京东 物流 生鲜 配送 配送 保障 融化 真的 有心 当天 下锅 粉面 煮汤 味道 很鲜,"[(2, 0.9947464)]",2
物流 满分 包装 快递 满分 配送 态度 满分 购物 开心 吃土 快乐 不错 包装 仔细 价格 公道 还会 真的 材料 做工 特别 精致 做工 真的 觉着 推荐 朋友 款式 很大 质量 价钱 快递 很快 质量 棒极了 建议 购买 品牌 值得 信赖 效果 超级 贵有 道理 很棒 商品 收到 不错 赠品 性价比 太高 东西 收到 手感 不错 用料 扎实 质量 平常,"[(1, 0.6009614), (2, 0.3928574)]",1
京东 购物 网站 不去 看中 京东 正品 京东 会员 良心 好评 京东 超市 京东 秒杀 电商 平台 价格 实体店 便宜 商品 比较满意 服务 满分 售后 满分 物流 满分 特别 物流 速度 真的 很快 解决 喜欢 京东 东西 送货 速度 售后 包装 令人满意 重点 产品 真的 每次 打开 包装 惊艳 高大 保质期 新鲜 京东 购物 这么久 失望 每次 评价 五分 购物 过程 满意 体验 无论是 服务 产品 满意,"[(1, 0.98913914)]",1
京东 购物 网站 不去 看中 京东 正品 京东 会员 良心 好评 京东 超市 京东 秒杀 电商 平台 价格 实体店 便宜 商品 比较满意 服务 满分 售后 满分 物流 满分 特别 物流 速度 真的 很快 解决 喜欢 京东 东西 送货 速度 售后 包装 令人满意 重点 产品 真的 每次 打开 包装 惊艳 高大 保质期 新鲜 京东 购物 这么久 失望 每次 评价 五分 购物 过程 满意 体验 无论是 服务 产品 满意,"[(1, 0.9891388)]",1
火锅 食材 收到 质量 样式 满意 京东 购物 网站 看中 京东 正品 京东 会员 良心 好评 京东 超市 再也 不用 京东 秒杀 电商 平台 价格比 实体店 便宜 产品 满分 服务 满分 售后 满分 特别 物流 速度 真的 很快 上午 下午 送到 解决 喜欢 京东 东西 送货 速度 售后 包装 令人满意 京东 包装袋 纸盒 纸盒 纸箱 利用 重点 产品 真的 每次 打开 惊艳 高大 京东 购物 这么久 失望 每次 评价 五分 满意 购物 期待,"[(1, 0.99009305)]",1
包装 好吃 卫生 性价比 活动 划算 再加 块钱 火锅 火锅 风生水 块钱 一包 不到 块钱 外面 不怎么样 至少 块钱 卫生 火锅 底料 一放 水一放 一刷 完美 吃火锅 小桌 火锅 特别 推荐 爽滑 牛肉 毛肚 不错 食材 新鲜 快递 在家 吃火锅 小卓 火锅 第好 几次 顾客 火锅 底料 很辣 辣椒油 三五个 朋友 吃火锅,"[(1, 0.98492396)]",1
海欣 正宗 爆汁 鱼丸 好吃 送货 快递 送来 冰都 没化 打开 弹性 鱼丸 鱼丸 米粉 汤头 鲜甜 赞不绝口 特别 好吃 煮面 火锅 适合 真材实料 看得见 味道 不错 丸子 特别 筋道 咬起来 口感 特别 味道 鲜美 牛肉 丸子 味道 不错 果断 店铺 关注 还会 回购 日期 挺不错 喜欢 鱼丸 这家 鱼丸 真的 特别 做法 用水 味道 特别 原汁原味 大海 味道 好吃 鱼丸 牛肉丸 鱼丸 好多 家里 吃火锅 煮面 几个 搭配 味道 口感 牌子 淀粉 丸子 真材实料 真不错 好吃 确实 丸子 真的 鱼肉 实体店 颜色 喜欢 值得 购买 产品 安维 美国 原味 薯条 薯条 冷冻 速食,"[(2, 0.9926215)]",2
京东 鲜有 活动 正好 吃火锅 丸子 牛肉 羊肉 活动 牛肉 羊肉 活动 没什么 外面 不到 一顿 两顿 火锅 性价比 在家 不用 计算 价格 丸子 没吃过 活动 正好 多买 几种 回来 好吃 几种 挺好吃 喜欢 下次 口味 东西 还好 撒尿 牛丸 味道 挺鲜 超市 味道 京东 快递 速度 很快 京东 小哥 点个 希望 京东 加油 年前 一点 活动 多给力,"[(2, 0.987634)]",2
冬天 围着 火炉 吃火锅 好多 吃火锅 食材 一大堆 火锅 自然 少不了 丸子 福州 鱼丸 孩子 大人 鱼丸 口感 入口 味道 不错 日期 新鲜 快递 快递 小哥 服务 不错 好评 品牌 丸子 活动 一次性 口味 一包 带下 丸子 口感 汁水 饱满 价格 不贵 亲民 物流 特别 特色 美味 随便 拿来 京东 生鲜 配送 放心 送到 包装 严实 东西 变得,"[(2, 0.9873111)]",2
质量 待合 卖方 描述 真的 喜欢 超出 预期 交货 速度 包装 仔细 紧密 物流 公司 服务 态京 交结 速度 令人满意 购物 质量 希望 朋友 信任 店主 态应 拜访 这位 卖家 赞扬 交货 很快 态度 满意 网上 购物 根到 商店 服务 商品质量 价格低 而目 卖家 热情 下次 希望 下次 机会 我祝 生意兴隆 质量 没想到 裝会 小心 下次 我会 机会 购物 店主 找到 心中 宝贝 一件 开心 质量 完全符合 卖方 描达 真的 喜欢 超出 预期 交货 速度 第快 包装 仔细 紧凑 物流 公司 服务态度 快速 交货 速序,"[(1, 0.5605246), (2, 0.43514323)]",1
质量 卖家 描述 完全一致 满意 真的 喜欢 超出 期望值 发货 速度 包装 仔细 严实 物流 公司 服务态度 运送 速度 很快 满意 购物 收到 第一 时间 包装 感觉 质量 卖家 描述 满意 发货 速度 物流 公司 服务态度 运送 速度 很快 满意 购物 感谢 卖家 宝贝 收到 卖家 发货 很快 物流 给力 服务态度 极好 耐心 一种 亲切感 喜欢 包装 精美 高端 大气 上档次 看得出来 商家 用心 宝贝 真心 不错 图片 相符 差异 真的 物超所值 评论 说好 发货 激动 满怀 期待 激动 快递 寝室 试一下 挺不错 客服 小姐 特别 礼貌 客服 小姐 疑问 下次 还会 回购 物流 超级 给力 很快 收到 卖家 老板 特别 建议 尺码 合适 衣服 做工 精致 面料 质地 厚实 颜色 好看 质量 真的 版型 设计 好看 气质 超级 满意 好评,"[(1, 0.99404204)]",1
丸子 好吃 夹心 美味 满一 大包 份量 很足 京东 物流 生鲜 配送 配送 保障 融化 真的 有心 当天 下锅 粉面 煮汤 味道 很鲜 丸子 搭配 味道 多样化 海欣 福建 鱼丸 包装 精美 用料 考究 鱼丸 真材实料 制作 咬一口 满嘴 香气 四溢 汤汁 鲜美 丸子 全家 品牌 这家 丸子 口味 丸子 柔韧 饱满 可单 做菜 边炉 好吃 饱腹 口味 每次 特惠 好几 大包 好吃 包心 鱼丸 个头 很大 皮有 弹性 自然 鱼香 易熟 馅料 好吃 食材 新鲜 可口 灌汤 咸度 正好 大部分 口味 一大 袋量 煮熟 特别 显大 建议 鱼丸 拿到 新鲜 灌汤 鱼丸 千克 每袋 鱼丸 个头 均匀 大小 适中 做法 适合 色泽 洁白 皮薄 肉馅 鲜嫩 汤汁 爽口 外皮 性价比 鱼丸 超市 规格 鱼丸 便宜 超值 推荐,"[(1, 0.23856214), (2, 0.7584587)]",2
