,第0聚类top关键词,第0聚类占比,第1聚类top关键词,第1聚类占比,第2聚类top关键词,第2聚类占比
0,"['恭喜', '同学', '上岸', '希望', '很棒', '加油', '真的', '未来', '逆风', '翻盘', '陈鑫', '前程似锦', '继续', '不要', '成功', '调剂', '厉害', '优秀', '发光', '逆袭']",2.57%,"['复试', '面试', '就是', 'sci', '不是', '一个', '初试', '什么', '这个', '同学', '考研', '没有', '学校', '科研', '自己', '真的', '笔试', '人家', '知道', '成绩']",95.51%,"['不吃', '再也', '雪糕', '狗头', '就是', '姐妹', '他们', '友军', '反话', '差点', '自己', '误伤', '保命', '厚葬', '真的', '看到', '面试', '知道', '不是', '这个']",1.91%
